City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
198,Raga,SS,8.4596,25.678,84.96,52,64,12.86,broken clouds
199,Lompoc,US,34.6391,-120.4579,74.84,75,0,5.75,clear sky
200,Ottumwa,US,41.02,-92.4113,86.54,63,0,14.97,clear sky
201,Alvik,SE,60.7477,14.8746,69.08,30,84,8.5,broken clouds
202,San Quintin,MX,30.4833,-115.95,62.33,70,68,5.77,broken clouds
203,Byron Bay,AU,-28.65,153.6167,58.71,76,100,11.07,overcast clouds
204,Mount Gambier,AU,-37.8333,140.7667,47.35,81,37,5.06,scattered clouds
205,Lebanon,US,36.2081,-86.2911,86.05,65,20,12.66,few clouds
206,Marmora,IT,44.4583,7.094,67.53,71,61,2.91,light rain
207,Punta De Bombon,PE,-17.1717,-71.7931,67.19,71,84,7.45,broken clouds
208,Saint-Georges,GD,12.0564,-61.7485,87.48,62,40,21.85,scattered clouds
209,Lloydminster,CA,53.2835,-110.0016,43.02,87,100,25.32,overcast clouds
210,Mitu,CO,1.1983,-70.1733,69.62,99,100,2.68,overcast clouds
211,Sandpoint,US,48.2766,-116.5533,47.93,62,100,10.36,overcast clouds
212,Izumo,JP,35.3667,132.7667,60.75,55,100,5.44,overcast clouds
213,Clifton Springs,AU,-38.15,144.5667,55.94,91,100,4.61,overcast clouds
214,Geraldton,AU,-28.7667,114.6,63.01,94,100,1.14,overcast clouds
215,Teruel,ES,40.6667,-0.6667,75.92,28,62,18.63,broken clouds
216,Pak Phanang,TH,8.3511,100.202,80.28,83,100,6.64,overcast clouds
217,Mulchen,CL,-37.7167,-72.2333,53.46,83,100,4.94,overcast clouds
218,Sistranda,NO,63.7256,8.834,57.16,82,90,7.76,overcast clouds
219,Popondetta,PG,-8.7537,148.2534,73.02,95,26,2.59,scattered clouds
220,Beneditinos,BR,-5.45,-42.3667,85.53,66,74,4.74,light rain
221,Minatitlan,MX,17.9833,-94.5167,84.29,70,0,8.05,clear sky
222,Maningrida,AU,-12.0667,134.2667,73.4,85,9,6.93,clear sky
223,Honiara,SB,-9.4333,159.95,76.84,87,1,2.55,clear sky
224,Iracoubo,GF,5.4802,-53.2011,82.72,69,98,6.06,overcast clouds
225,Kerema,PG,-7.9631,145.7785,77.05,87,61,2.51,broken clouds
226,Codrington,AU,-38.2667,141.9667,53.67,66,100,7.9,overcast clouds
227,Sabha,LY,27.0377,14.4283,92.7,12,0,11.01,clear sky
228,El Reno,US,35.5323,-97.955,86.36,52,0,13.8,clear sky
229,Neepawa,CA,50.2289,-99.4664,46.8,93,100,9.48,light rain
230,Obo,CF,5.3998,26.4869,80.78,64,95,1.79,overcast clouds
231,Laguna,US,38.421,-121.4238,80.73,31,0,13.8,clear sky
232,Seybaplaya,MX,19.65,-90.6667,88.48,49,36,4.92,scattered clouds
233,Phan Thiet,VN,10.9333,108.1,78.78,87,100,3.31,overcast clouds
234,Diamantino,BR,-14.4086,-56.4461,70.14,31,40,7.23,scattered clouds
235,Inirida,CO,3.8653,-67.9239,72.25,98,100,3.09,overcast clouds
236,Elko,US,41.0002,-115.5012,64.06,36,38,25.99,scattered clouds
237,Bengkulu,ID,-3.8004,102.2655,77.32,87,69,3.74,broken clouds
238,Matara,LK,5.9485,80.5353,77.65,93,17,7.25,few clouds
239,Dannenberg,DE,53.0967,11.09,78.24,57,99,9.08,overcast clouds
240,Soe,ID,-9.8607,124.284,65.32,94,9,4.63,clear sky
241,Canete,CL,-37.8,-73.4,57.4,82,100,10.27,overcast clouds
242,East London,ZA,-33.0153,27.9116,65.34,94,75,12.66,broken clouds
243,Upernavik,GL,72.7868,-56.1549,26.65,80,13,10.16,few clouds
244,Nome,US,64.5011,-165.4064,28.47,100,20,0.0,few clouds
245,Luangwa,ZM,-15.6167,30.4167,72.41,59,0,3.09,clear sky
246,Barrow,US,71.2906,-156.7887,24.82,86,100,10.36,overcast clouds
247,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,21.85,few clouds
248,Nizhniy Kuranakh,RU,58.8353,125.4869,39.79,98,100,5.39,light rain
249,Kysyl-Syr,RU,63.8986,122.7617,38.37,89,42,8.9,scattered clouds
250,Roma,US,43.2128,-75.4557,59.83,95,100,6.91,mist
251,Pochutla,MX,15.7432,-96.4661,89.82,46,90,7.45,overcast clouds
252,Sobolevo,RU,54.4299,31.8996,55.63,68,88,11.7,overcast clouds
253,Xichang,CN,27.8964,102.2634,60.24,83,97,2.75,overcast clouds
254,Mirnyy,RU,62.5353,113.9611,44.24,81,100,15.99,overcast clouds
255,Labuhan,ID,-6.8844,112.2051,80.1,85,100,7.09,overcast clouds
256,Nyimba,ZM,-14.5566,30.8149,72.16,55,23,2.75,few clouds
257,Angoche,MZ,-16.2325,39.9086,75.83,70,10,5.55,clear sky
258,Yerbogachen,RU,61.2767,108.0108,49.1,69,97,12.68,overcast clouds
259,Half Moon Bay,US,37.4636,-122.4286,72.91,65,0,19.57,haze
260,Agadez,NE,19.75,10.25,99.66,11,62,8.48,broken clouds
261,Clyde River,CA,70.4692,-68.5914,26.83,93,0,9.22,clear sky
262,Inongo,CD,-1.95,18.2667,76.78,81,93,3.11,light rain
263,Sitka,US,57.0531,-135.33,48.09,71,40,0.0,scattered clouds
264,Tiksi,RU,71.6872,128.8694,27.64,96,100,10.51,overcast clouds
265,Gimli,CA,50.6336,-96.9907,37.42,81,100,8.05,overcast clouds
266,Chernyshevskiy,RU,63.0128,112.4714,40.64,91,100,12.71,light rain
267,Biri,PH,12.6833,124.3636,81.09,83,74,10.27,broken clouds
268,San Andres,CO,12.5847,-81.7006,86.02,74,40,9.22,scattered clouds
269,Yook,PH,13.2261,121.964,80.82,83,73,4.88,broken clouds
270,Pevek,RU,69.7008,170.3133,31.42,99,100,1.77,light snow
271,Sioux Lookout,CA,50.1001,-91.917,46.47,81,100,3.44,overcast clouds
272,Bridlington,GB,54.0831,-0.1919,65.89,58,59,7.61,broken clouds
273,Saint George,US,37.1041,-113.5841,88.43,16,0,4.61,clear sky
274,Sakakah,SA,29.9697,40.2064,94.57,11,67,11.27,broken clouds
275,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.72,56,29,8.52,scattered clouds
276,Samarai,PG,-10.6167,150.6667,81.18,77,27,7.9,scattered clouds
277,Cabo San Lucas,MX,22.8909,-109.9124,85.3,50,0,0.0,clear sky
278,Mattru,SL,7.6244,-11.8332,86.9,68,89,4.99,light rain
279,Kashihara,JP,34.509,135.7929,65.5,69,100,2.64,overcast clouds
280,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,84,75,6.91,broken clouds
281,Isangel,VU,-19.55,169.2667,75.67,91,100,21.36,moderate rain
282,Inhambane,MZ,-23.865,35.3833,71.44,82,27,4.63,light rain
283,Council Bluffs,US,41.2619,-95.8608,83.52,62,75,20.71,broken clouds
284,Kimbe,PG,-5.5502,150.1429,74.98,92,5,4.07,clear sky
285,Khandyga,RU,62.6667,135.6,37.76,96,100,4.07,moderate rain
286,Pitimbu,BR,-7.4706,-34.8086,88.39,68,100,11.12,overcast clouds
287,Tual,ID,-5.6667,132.75,83.07,76,68,12.84,broken clouds
288,Tazmalt,DZ,36.3868,4.3989,91.89,21,6,6.49,clear sky
289,Fairbanks,US,64.8378,-147.7164,51.1,55,20,3.44,few clouds
290,Oistins,BB,13.0667,-59.5333,86.09,66,20,21.85,few clouds
291,Havre,FR,49.5833,0.3333,68.34,63,0,6.91,clear sky
292,La Mana,EC,-0.9333,-79.2167,79.86,81,100,4.09,overcast clouds
293,Husavik,IS,66.0449,-17.3389,51.84,67,85,17.4,overcast clouds
294,Ibra,OM,22.6906,58.5334,91.47,27,0,12.12,clear sky
295,Te Anau,NZ,-45.4167,167.7167,39.72,95,60,3.65,broken clouds
296,Basco,PH,20.4487,121.9702,80.56,79,100,15.23,light rain
297,Zastron,ZA,-30.3023,27.084,55.49,43,99,8.59,overcast clouds
298,Hede,CN,33.7681,120.2517,63.54,66,100,8.05,overcast clouds
299,Xinqing,CN,48.2333,129.5,46.17,65,91,2.95,overcast clouds
300,Valdosta,US,30.8327,-83.2785,91.9,53,0,6.91,clear sky
301,Buraydah,SA,26.326,43.975,102.65,7,0,3.31,clear sky
302,Pangnirtung,CA,66.1451,-65.7125,30.2,86,75,6.91,broken clouds
303,Champerico,GT,14.3,-91.9167,88.34,76,100,6.98,overcast clouds
304,Nueva Gerona,CU,21.8833,-82.8,86.97,58,48,11.36,scattered clouds
305,Seoul,KR,37.5683,126.9778,60.37,63,0,4.61,clear sky
306,Mahebourg,MU,-20.4081,57.7,73.69,78,40,8.05,scattered clouds
307,Natal,BR,-5.795,-35.2094,89.82,66,40,11.5,scattered clouds
308,Vardo,NO,70.3705,31.1107,35.58,75,100,8.05,overcast clouds
309,Superior,US,46.7208,-92.1041,63.48,76,100,16.11,overcast clouds
310,Tamandare,BR,-8.7597,-35.1047,86.23,64,86,12.59,overcast clouds
311,Sisimiut,GL,66.9395,-53.6735,40.19,53,7,7.07,clear sky
312,Takoradi,GH,4.8845,-1.7554,82.76,77,99,9.24,light rain
313,Oranjemund,NA,-28.55,16.4333,57.4,76,100,5.86,overcast clouds
314,Atar,MR,20.5169,-13.0499,102.76,8,29,9.46,scattered clouds
315,Isla Mujeres,MX,21.2311,-86.731,86.16,68,36,11.21,scattered clouds
316,Xingtai,CN,37.0631,114.4942,70.59,47,0,7.94,clear sky
317,Nazarovo,RU,56.0064,90.3914,65.28,53,55,4.68,broken clouds
318,Severo-Yeniseyskiy,RU,60.3725,93.0408,50.34,70,64,5.26,broken clouds
319,Luz,BR,-19.8014,-45.6856,67.8,34,19,10.4,few clouds
320,Mabopane,ZA,-25.4977,28.1007,63.66,42,78,3.85,broken clouds
321,Faanui,PF,-16.4833,-151.75,80.35,70,18,7.96,few clouds
322,Almora,IN,29.6167,79.6667,67.39,37,34,2.24,scattered clouds
323,Surt,LY,31.2089,16.5887,71.04,71,0,12.37,clear sky
324,Champua,IN,22.0833,85.6667,83.21,68,35,10.63,scattered clouds
325,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,76,40,5.75,scattered clouds
326,Chicama,PE,-7.8447,-79.1469,63.14,61,40,9.55,scattered clouds
327,Saskylakh,RU,71.9167,114.0833,29.98,96,100,2.84,overcast clouds
328,Doha,QA,25.2867,51.5333,100.38,15,0,12.66,clear sky
329,Sanawad,IN,22.1833,76.0667,100.11,17,12,10.07,few clouds
330,Ligayan,PH,4.6533,119.4706,83.82,74,84,6.58,broken clouds
331,Necochea,AR,-38.5473,-58.7368,57.61,42,18,9.51,few clouds
332,Carutapera,BR,-1.195,-46.02,82.09,79,84,3.74,broken clouds
333,Muisne,EC,0.6,-80.0333,80.56,79,97,9.46,overcast clouds
334,Dukat,RU,62.55,155.55,26.42,99,100,4.59,overcast clouds
335,El Tigre,VE,8.8875,-64.2454,91.76,31,96,9.53,overcast clouds
336,Huarmey,PE,-10.0681,-78.1522,71.2,76,33,10.49,scattered clouds
337,Paita,PE,-5.0892,-81.1144,74.93,65,10,14.03,clear sky
338,Waipawa,NZ,-41.4122,175.5153,53.65,69,0,22.1,clear sky
339,Ust-Nera,RU,64.5667,143.2,28.87,95,70,4.41,broken clouds
340,Karpathos,GR,35.507,27.2132,66.16,63,20,40.29,few clouds
341,Tocopilla,CL,-22.092,-70.1979,68.07,64,15,8.99,few clouds
342,Hamilton,US,39.1834,-84.5333,76.73,88,100,10.36,mist
343,Kargat,RU,55.1956,80.2811,53.22,53,33,8.57,scattered clouds
344,Hofn,IS,64.2539,-15.2082,50.02,87,100,13.8,mist
345,Haines Junction,CA,60.7522,-137.5108,44.55,45,24,4.61,few clouds
346,Stornoway,GB,58.2093,-6.3865,57.16,72,75,28.77,broken clouds
347,Esperance,AU,-33.8667,121.9,61.86,77,58,5.95,broken clouds
348,Tonantins,BR,-2.8731,-67.8022,72.1,82,100,2.59,overcast clouds
349,Pilar,BR,-9.5972,-35.9567,87.73,54,95,7.36,light rain
350,Unity,CA,52.4501,-109.1682,40.24,93,100,23.11,overcast clouds
351,Egvekinot,RU,66.3167,-179.1667,29.16,98,100,3.04,overcast clouds
352,Bandarbeyla,SO,9.4942,50.8122,82.4,78,92,28.39,overcast clouds
353,Noyabrsk,RU,63.1994,75.4507,56.17,75,100,16.2,light rain
354,Sakaiminato,JP,35.55,133.2333,60.78,67,75,5.75,broken clouds
355,Cherskiy,RU,68.75,161.3,40.03,74,84,3.96,broken clouds
356,Kyren,RU,51.6828,102.1408,59.67,47,34,0.31,scattered clouds
357,Terrace Bay,CA,48.7834,-87.1,45.7,85,100,1.3,overcast clouds
358,Juneau,US,58.3019,-134.4197,55.09,73,40,4.61,scattered clouds
359,Aransas Pass,US,27.9095,-97.15,87.8,73,40,17.27,scattered clouds
360,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,14.97,light rain
361,Luanda,AO,-8.8368,13.2343,80.6,74,0,12.66,clear sky
362,Vila Do Maio,CV,15.1333,-23.2167,86.79,81,18,18.52,few clouds
363,Gisenyi,RW,-1.7028,29.2564,65.82,86,100,2.98,light rain
364,Santiago Del Estero,AR,-27.7951,-64.2615,66.16,28,0,12.88,clear sky
365,Ostrovnoy,RU,68.0531,39.5131,33.94,80,100,17.25,overcast clouds
366,Abha,SA,18.2164,42.5053,79.05,8,3,11.5,clear sky
367,Tautira,PF,-17.7333,-149.15,79.07,77,30,9.78,light rain
368,Lodwar,KE,3.1191,35.5973,91.0,31,83,11.74,broken clouds
369,Sola,VU,-13.8833,167.55,81.39,77,17,15.84,few clouds
370,Gornopravdinsk,RU,60.05,69.9,48.78,92,93,5.48,overcast clouds
371,Lewiston,US,44.1003,-70.2148,60.33,58,100,8.05,overcast clouds
372,Teguldet,RU,57.3064,88.1667,58.68,95,100,6.8,light rain
373,Vredendal,ZA,-31.6683,18.5012,58.71,56,90,16.35,overcast clouds
374,Mashhad,IR,36.297,59.6062,62.74,77,20,4.61,few clouds
375,Galle,LK,6.0367,80.217,79.83,89,16,8.05,few clouds
376,Nakamura,JP,32.9833,132.9333,60.78,66,100,2.39,overcast clouds
377,Goroka,PG,-6.0834,145.3873,60.49,98,88,2.01,overcast clouds
378,Cap Malheureux,MU,-19.9842,57.6142,71.47,77,10,3.0,clear sky
379,Moree,AU,-29.4667,149.85,57.4,66,100,7.36,light rain
380,Hibbing,US,47.4272,-92.9377,52.95,59,100,3.44,mist
381,Kyabe,TD,9.4515,18.9449,91.26,41,74,3.8,broken clouds
382,Tancanhuitz,MX,21.6,-98.9667,94.62,41,2,6.4,clear sky
383,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,70.68,33,85,4.34,overcast clouds
384,Katsuura,JP,35.1333,140.3,65.28,84,100,13.42,overcast clouds
385,Sorland,NO,67.667,12.6934,44.46,84,19,5.1,few clouds
386,Tuatapere,NZ,-46.1333,167.6833,43.56,91,95,10.69,light rain
387,Gazojak,TM,41.1875,61.4036,79.72,16,0,8.84,clear sky
388,Saint-Joseph,RE,-21.3667,55.6167,71.98,75,23,12.01,few clouds
389,Tsogni,GA,-2.7942,10.0988,76.89,84,95,4.21,overcast clouds
390,Romanovka,RU,51.7443,42.7527,50.14,74,30,5.95,scattered clouds
391,Lodja,CD,-3.4833,23.4333,77.4,72,85,2.13,overcast clouds
392,Puli,TW,23.9664,120.9695,71.85,95,81,1.48,broken clouds
393,Zabid,YE,14.1951,43.3152,89.82,35,76,7.54,broken clouds
394,Moron,AR,-34.6534,-58.6198,58.95,64,72,3.51,broken clouds
395,Cabano,PH,10.5869,122.7002,81.79,77,57,0.96,broken clouds
396,Kachug,RU,53.9606,105.8817,54.3,87,46,2.89,scattered clouds
397,Balkhash,KZ,46.844,74.9804,68.88,35,8,13.51,clear sky
398,Faya,SA,18.3851,42.4509,79.32,14,4,13.2,clear sky
399,Kajaani,FI,64.2273,27.7285,50.05,37,0,3.44,clear sky
400,Yenagoa,NG,4.9247,6.2642,78.42,90,99,3.8,light rain
401,Bocholt,DE,51.8333,6.6,70.97,67,100,6.76,overcast clouds
402,Sao Joao De Pirabas,BR,-0.7747,-47.1772,79.45,87,100,4.43,overcast clouds
403,Pisco,PE,-13.7,-76.2167,68.05,73,85,6.91,haze
404,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.83,42,0,6.22,clear sky
405,Boende,CD,-0.2167,20.8667,80.22,70,95,1.72,overcast clouds
406,Emerald,AU,-23.5333,148.1667,63.34,60,100,12.86,overcast clouds
407,Perth,AU,-31.9333,115.8333,63.09,90,75,4.61,broken clouds
408,Vallenar,CL,-28.5708,-70.7581,68.09,40,91,4.74,overcast clouds
409,Humaita,BR,-7.5061,-63.0208,81.66,39,72,2.86,broken clouds
410,Andenes,NO,69.3143,16.1194,44.58,76,0,11.5,clear sky
411,Valley City,US,46.9233,-98.0032,54.12,100,20,17.27,few clouds
412,Yen Bai,VN,21.7,104.8667,76.33,91,99,3.74,overcast clouds
413,Tilichiki,RU,60.4667,166.1,34.2,92,100,0.94,overcast clouds
414,Zimovniki,RU,47.1483,42.4633,53.92,74,100,6.67,overcast clouds
415,Vinh,VN,18.6667,105.6667,76.39,90,67,2.57,broken clouds
416,Debre Tabor,ET,11.85,38.0167,66.9,15,31,5.1,scattered clouds
417,Najran,SA,17.4924,44.1277,90.25,11,81,7.23,broken clouds
418,Naco,MX,31.3347,-109.9483,80.85,18,0,6.93,clear sky
419,Kiama,AU,-34.6833,150.8667,60.01,71,100,3.0,overcast clouds
420,Stykkisholmur,IS,65.0757,-22.7297,47.32,81,77,7.78,light rain
421,Marshalltown,US,42.0494,-92.908,82.63,57,99,14.18,overcast clouds
422,Prudentopolis,BR,-25.2131,-50.9778,60.87,41,1,4.0,clear sky
423,Nago,JP,26.5881,127.9761,74.25,92,100,11.34,overcast clouds
424,Marshall,US,34.3834,-86.3333,88.07,65,0,11.5,clear sky
425,Basoko,CD,1.2391,23.616,78.26,77,67,0.22,broken clouds
426,Namibe,AO,-15.1961,12.1522,71.42,73,14,11.83,few clouds
427,Ust-Maya,RU,60.4167,134.5333,36.99,86,100,6.71,overcast clouds
428,Seminole,US,28.7086,-81.2081,91.26,61,20,4.61,few clouds
429,Santa Isabel,BR,-23.3156,-46.2214,58.71,62,96,8.66,overcast clouds
430,Bo Phloi,TH,14.3236,99.5161,77.04,84,100,6.91,overcast clouds
431,Clarence Town,AU,-32.5833,151.7833,63.86,76,100,2.15,overcast clouds
432,Lima,PE,-12.0432,-77.0282,66.45,73,20,9.22,few clouds
433,Uruzgan,AF,32.8333,66.0,72.19,11,0,11.9,clear sky
434,Axim,GH,4.8699,-2.2405,82.6,76,100,6.87,overcast clouds
435,Cocobeach,GA,1.0002,9.5823,77.79,87,100,0.43,light rain
436,Songkhla,TH,6.8333,100.6667,78.85,84,98,4.23,overcast clouds
437,Howard Springs,AU,-12.497,131.047,75.11,93,0,1.66,clear sky
438,Cardston,CA,49.2,-113.3019,46.69,45,99,19.57,overcast clouds
439,Thinadhoo,MV,0.5333,72.9333,83.73,75,73,11.39,broken clouds
440,Seinajoki,FI,62.7945,22.8282,59.99,27,0,3.44,clear sky
441,Ketchikan,US,55.3422,-131.6461,46.87,87,75,4.61,broken clouds
442,Krasnyy Yar,RU,46.5331,48.3456,71.53,51,90,16.02,overcast clouds
443,Boyabat,TR,41.4689,34.7667,50.43,69,64,4.23,broken clouds
444,Leeton,AU,-34.5667,146.4,46.09,70,91,6.08,overcast clouds
445,College,US,64.8569,-147.8028,51.08,54,20,3.44,few clouds
446,Port Moresby,PG,-9.4431,147.1797,76.14,88,2,7.94,clear sky
447,Mazagao,BR,-0.115,-51.2894,84.25,79,94,3.15,overcast clouds
448,Krasnoselkup,RU,65.7,82.4667,51.35,67,49,19.89,scattered clouds
449,Port Blair,IN,11.6667,92.75,75.24,94,100,20.71,thunderstorm with heavy rain
450,Hue,VN,16.4667,107.6,77.11,94,20,2.3,few clouds
451,Obzor,BG,42.8167,27.8833,62.82,67,61,5.7,broken clouds
452,Manuk Mangkaw,PH,4.8,119.85,83.84,74,97,6.55,overcast clouds
453,Fort Morgan,US,40.2503,-103.8,80.02,25,0,6.91,clear sky
454,Galveston,US,29.3669,-94.9669,90.05,68,0,13.8,clear sky
455,Oussouye,SN,12.485,-16.5469,100.58,49,65,14.18,broken clouds
456,Dmitriyevskoye,RU,45.8053,41.8967,52.43,83,100,10.67,overcast clouds
457,Asfi,MA,32.2994,-9.2372,72.72,70,68,19.22,broken clouds
458,Hanzhong,CN,33.0728,107.0303,63.45,79,100,2.39,overcast clouds
459,The Valley,AI,18.217,-63.0578,85.86,74,40,13.8,scattered clouds
460,Flinders,AU,-34.5833,150.8552,56.17,68,100,5.99,overcast clouds
461,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,82,40,16.49,scattered clouds
462,San Matias,BO,-16.3667,-58.4,73.15,24,92,5.7,overcast clouds
463,Walvis Bay,NA,-22.9575,14.5053,59.09,75,3,22.44,clear sky
464,Kandrian,PG,-6.2167,149.55,76.53,90,28,6.04,light rain
465,Ler,SS,8.3018,30.1418,84.99,53,91,3.91,overcast clouds
466,Shelburne,CA,44.0787,-80.2041,54.9,95,100,12.57,overcast clouds
467,Lardos,GR,36.0942,28.0157,72.95,70,5,11.97,clear sky
468,Urengoy,RU,65.9667,78.3667,52.09,88,100,9.8,light rain
469,Ngunguru,NZ,-35.6167,174.5,58.23,89,29,7.58,scattered clouds
470,Koltubanovskiy,RU,52.9407,52.0269,45.12,80,65,5.55,broken clouds
471,Blairmore,CA,49.6,-114.4353,44.47,52,90,19.57,overcast clouds
472,Sumbe,AO,-11.2061,13.8437,75.38,86,0,7.87,clear sky
473,Dix Hills,US,40.8048,-73.3362,55.98,90,100,12.66,mist
474,Gat,IL,31.61,34.7642,79.39,30,0,9.13,clear sky
475,Kijang,KR,35.2442,129.2139,63.81,49,100,5.95,overcast clouds
476,Morbegno,IT,46.1383,9.57,79.99,71,98,3.6,overcast clouds
477,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.82,19,39,3.83,scattered clouds
478,Chapais,CA,49.7834,-74.8492,55.18,59,100,8.14,overcast clouds
479,Yoichi,JP,43.2039,140.7703,50.95,91,27,5.59,scattered clouds
480,Vaitape,PF,-16.5167,-151.75,80.37,70,17,7.96,few clouds
481,Colac,AU,-38.3333,143.5833,49.84,90,21,4.83,few clouds
482,Killybegs,IE,54.6333,-8.45,62.31,73,82,19.51,broken clouds
483,Ballarat,AU,-37.5662,143.8496,43.18,85,37,5.61,scattered clouds
484,Kamina,CD,-8.7386,24.9906,73.89,56,21,4.97,few clouds
485,Qorveh,IR,35.1664,47.8045,58.68,35,4,4.29,clear sky
486,Hohhot,CN,40.8106,111.6522,57.49,44,0,2.24,clear sky
487,Fowa,NG,8.9167,6.4,92.64,42,96,7.05,overcast clouds
488,Senneterre,CA,48.3835,-77.2328,59.54,42,96,9.31,overcast clouds
489,Itaueira,BR,-7.6033,-43.0256,92.14,40,99,5.06,overcast clouds
490,Dingle,PH,10.9995,122.6711,78.62,85,59,4.14,broken clouds
491,Visnes,NO,59.3556,5.2242,56.82,87,75,8.05,broken clouds
492,Gbadolite,CD,4.2833,21.0167,78.73,77,62,4.07,light rain
493,Morant Bay,JM,17.8815,-76.4093,87.71,73,100,13.33,overcast clouds
494,Price,US,39.5994,-110.8107,75.11,22,0,4.61,clear sky
495,Araouane,ML,18.9048,-3.5265,106.88,7,12,11.59,few clouds
496,Pimenta Bueno,BR,-11.6725,-61.1936,74.97,33,29,2.68,scattered clouds
497,Chitrakonda,IN,18.1167,82.0833,81.0,80,97,3.76,moderate rain
498,Kirkuk,IQ,35.4681,44.3922,85.6,17,2,5.19,clear sky
499,Mitsamiouli,KM,-11.3847,43.2844,80.55,70,92,9.33,overcast clouds
500,Yumen,CN,40.2833,97.2,65.71,29,12,5.39,few clouds
501,Broken Hill,AU,-31.95,141.4333,50.79,62,100,12.17,overcast clouds
502,Karratha,AU,-20.7377,116.8463,75.25,73,0,3.15,clear sky
503,Zanjan,IR,36.6736,48.4787,66.65,28,1,13.98,clear sky
504,Santiago,CL,-33.4569,-70.6483,61.29,59,24,4.61,few clouds
505,Mabaruma,GY,8.2,-59.7833,85.95,55,58,7.23,broken clouds
506,Jensen Beach,US,27.2545,-80.2298,93.02,62,0,5.99,clear sky
507,Tateyama,JP,34.9833,139.8667,65.79,85,100,13.98,overcast clouds
508,Udachnyy,RU,66.4167,112.4,39.45,93,99,13.6,overcast clouds
509,Kruisfontein,ZA,-34.0033,24.7314,54.86,90,100,11.7,moderate rain
510,Ahuimanu,US,21.4447,-157.8378,78.51,82,20,11.99,few clouds
511,Bilma,NE,18.6853,12.9164,97.61,16,91,2.84,overcast clouds
512,Kavieng,PG,-2.5744,150.7967,81.34,78,9,7.74,clear sky
513,Afrikanda,RU,67.4429,32.7828,36.07,74,100,6.35,overcast clouds
514,Mikumi,TZ,-7.4041,36.9831,69.13,76,90,3.67,overcast clouds
515,Lovozero,RU,68.005,35.0117,33.55,80,100,11.9,overcast clouds
516,Bondo,CD,3.8146,23.6866,79.05,69,76,1.66,broken clouds
517,Doka,SD,13.5167,35.7667,101.73,9,37,6.87,scattered clouds
518,Pacific Grove,US,36.6177,-121.9166,71.35,75,0,11.01,haze
519,Poum,NC,-20.2333,164.0167,77.58,78,2,2.35,clear sky
520,Erenhot,CN,43.6475,111.9767,66.9,22,0,10.6,clear sky
521,Manaure,CO,11.7751,-72.4445,88.32,60,100,18.5,overcast clouds
522,Selma,US,36.5708,-119.6121,84.18,49,10,3.15,clear sky
523,Gap,FR,44.6667,6.0,65.84,42,80,5.3,broken clouds
524,Bay Roberts,CA,47.5999,-53.2648,52.29,74,56,10.0,broken clouds
525,Xuddur,SO,4.1213,43.8894,83.41,44,92,14.27,overcast clouds
526,Plettenberg Bay,ZA,-34.0527,23.3716,56.68,83,100,7.81,light rain
527,Banjar,ID,-8.19,114.9675,78.6,89,100,2.89,overcast clouds
528,San Cristobal,VE,7.7669,-72.225,80.78,54,100,8.77,overcast clouds
529,Grimshaw,CA,56.1834,-117.6027,44.22,76,100,24.16,overcast clouds
530,Quatre Cocos,MU,-20.2078,57.7625,73.51,73,42,13.65,scattered clouds
531,Carballo,ES,43.213,-8.691,71.02,82,98,5.79,overcast clouds
532,La Ronge,CA,55.1001,-105.2842,43.02,52,75,17.27,broken clouds
533,Chepareria,KE,1.3077,35.2039,62.44,93,100,3.58,light rain
534,Nakhon Phanom,TH,17.3333,104.4167,76.66,89,98,5.48,overcast clouds
535,Luba,GQ,3.4568,8.5547,78.87,85,100,6.44,light rain
536,Eureka,US,40.8021,-124.1637,59.13,80,85,10.0,overcast clouds
537,Nelson Bay,AU,-32.7167,152.15,64.0,66,100,9.98,overcast clouds
538,Smithers,CA,54.7804,-127.1743,48.52,61,40,12.66,scattered clouds
539,Cururupu,BR,-1.8283,-44.8683,83.39,77,73,3.65,broken clouds
540,Baraki Barak,AF,33.9675,68.9486,68.76,35,83,8.77,broken clouds
541,Olinda,BR,-8.0089,-34.8553,87.53,62,40,11.5,scattered clouds
542,Mayahi,NE,13.9553,7.6712,97.52,21,77,14.83,broken clouds
543,Chumikan,RU,54.7183,135.315,26.89,98,60,1.74,broken clouds
544,Svetlaya,RU,46.5389,138.3297,50.52,67,100,5.84,overcast clouds
545,Jishou,CN,28.3167,109.7167,58.33,97,96,1.05,overcast clouds
546,Alanya,TR,36.5438,31.9998,73.53,72,12,2.44,few clouds
547,Sabang,ID,5.8933,95.3214,83.66,75,99,12.08,overcast clouds
548,Chandla,IN,25.0833,80.2,99.36,10,0,3.85,clear sky
549,Budogoshch,RU,59.2816,32.4707,45.9,50,39,8.1,scattered clouds
