City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
142,Sao Filipe,CV,2022-05-10 00:36:01,14.8961,-24.4956,71.78,83,24,7.85
143,Belyy Yar,RU,2022-05-10 00:36:02,53.6039,91.3903,39.09,41,0,4.47
144,Lavrentiya,RU,2022-05-10 00:36:02,65.5833,-171.0,31.44,78,19,6.06
145,Agadez,NE,2022-05-10 00:36:03,19.75,10.25,86.54,17,6,5.97
146,Guerrero Negro,MX,2022-05-10 00:36:04,27.9769,-114.0611,61.84,64,0,23.02
147,Nioro,GM,2022-05-10 00:36:05,13.35,-15.75,80.28,50,100,6.6
148,Butaritari,KI,2022-05-10 00:34:42,3.0707,172.7902,81.57,74,12,19.39
149,Lensk,RU,2022-05-10 00:36:06,60.7253,114.9278,31.8,69,100,7.2
150,Steinbach,DE,2022-05-10 00:36:07,50.1667,8.5667,60.03,76,0,3.44
151,Vestmannaeyjar,IS,2022-05-10 00:36:07,63.4427,-20.2734,45.55,82,100,6.78
152,Port Hardy,CA,2022-05-10 00:36:08,50.6996,-127.4199,50.0,87,75,8.05
153,Nortelandia,BR,2022-05-10 00:36:08,-14.4547,-56.8028,79.29,55,97,3.04
154,Malpe,IN,2022-05-10 00:36:09,13.35,74.7167,85.3,77,100,14.65
155,Beloha,MG,2022-05-10 00:36:09,-25.1667,45.05,65.44,96,3,6.53
156,Domoni,KM,2022-05-10 00:36:10,-12.2569,44.5319,79.92,81,76,10.07
157,Franklin,US,2022-05-10 00:33:44,39.9667,-83.0166,72.23,33,0,11.5
158,Mecca,SA,2022-05-10 00:34:10,21.4267,39.8261,83.35,19,0,5.23
159,Nicoya,CR,2022-05-10 00:36:11,10.1483,-85.452,81.3,80,75,2.95
160,Hurricane,US,2022-05-10 00:36:12,37.1753,-113.2899,71.94,13,19,10.65
161,Okhotsk,RU,2022-05-10 00:36:12,59.3833,143.3,39.07,79,100,3.76
162,Srednekolymsk,RU,2022-05-10 00:36:13,67.45,153.6833,34.54,91,100,15.37
163,Sarangani,PH,2022-05-10 00:36:14,5.4033,125.4636,82.13,81,100,16.55
164,Sambava,MG,2022-05-10 00:36:14,-14.2667,50.1667,73.49,91,67,5.64
165,Victoria,HK,2022-05-10 00:35:35,22.2855,114.1577,80.65,90,100,10.0
166,Minab,IR,2022-05-10 00:36:15,27.1467,57.0801,76.68,73,0,1.12
167,Labuhan,ID,2022-05-10 00:36:16,-6.8844,112.2051,82.08,83,100,6.44
168,Merced,US,2022-05-10 00:36:16,37.1666,-120.7516,64.74,22,59,16.53
169,Dwarka,IN,2022-05-10 00:36:17,22.2394,68.9678,81.81,75,42,13.15
170,Pawa,PH,2022-05-10 00:36:18,13.1747,123.7328,84.72,66,100,6.55
171,Poum,NC,2022-05-10 00:36:18,-20.2333,164.0167,77.29,70,12,8.84
172,Tshela,CD,2022-05-10 00:36:19,-4.9833,12.9333,74.66,100,100,0.54
173,Sampit,ID,2022-05-10 00:36:20,-2.5333,112.95,80.19,80,100,4.54
174,Cape Town,ZA,2022-05-10 00:34:45,-33.9258,18.4232,53.11,93,0,5.75
175,Barranca,PE,2022-05-10 00:36:21,-10.75,-77.7667,64.36,88,43,6.2
176,Saint-Philippe,RE,2022-05-10 00:36:21,-21.3585,55.7679,69.39,75,0,6.02
177,Kingaroy,AU,2022-05-10 00:36:22,-26.5333,151.8333,62.64,94,100,10.36
178,Guasdualito,VE,2022-05-10 00:36:23,7.2424,-70.7324,75.16,100,75,5.75
179,Bambari,CF,2022-05-10 00:36:23,5.768,20.6757,72.66,88,99,3.02
180,Dingle,PH,2022-05-10 00:37:24,10.9995,122.6711,85.23,68,100,10.36
181,Castro,BR,2022-05-10 00:37:24,-24.7911,-50.0119,54.28,96,1,4.7
182,Dunedin,NZ,2022-05-10 00:32:29,-45.8742,170.5036,50.81,74,100,5.99
183,Coahuayana,MX,2022-05-10 00:37:28,18.7333,-103.6833,79.03,64,3,4.14
184,Waiuku,NZ,2022-05-10 00:37:28,-37.25,174.75,69.85,68,0,6.55
185,Nanortalik,GL,2022-05-10 00:37:29,60.1432,-45.2371,34.75,88,34,3.33
186,Vengerovo,RU,2022-05-10 00:37:30,55.6848,76.7471,52.0,55,21,7.18
187,Chavakachcheri,LK,2022-05-10 00:37:30,9.6579,80.1643,85.32,81,100,14.05
188,East London,ZA,2022-05-10 00:32:36,-33.0153,27.9116,61.79,68,7,5.48
189,Zyryanovsk,KZ,2022-05-10 00:37:31,49.7386,84.2719,46.22,43,42,3.24
190,Port Alfred,ZA,2022-05-10 00:37:32,-33.5906,26.891,61.23,73,96,5.57
191,Mar Del Plata,AR,2022-05-10 00:35:32,-38.0023,-57.5575,54.95,81,84,8.01
192,Padang,ID,2022-05-10 00:37:32,-0.9492,100.3543,78.85,75,49,2.04
193,Malindi,KE,2022-05-10 00:33:26,-3.2175,40.1191,80.31,83,10,14.99
194,Schleswig,DE,2022-05-10 00:37:33,54.5167,9.55,57.15,77,95,6.91
195,San Ignacio,BZ,2022-05-10 00:37:34,17.1561,-89.0714,80.98,82,13,8.25
196,Mapimi,MX,2022-05-10 00:37:34,25.8167,-103.85,90.75,9,0,11.03
197,Visnes,NO,2022-05-10 00:37:35,59.3556,5.2242,51.22,76,100,23.02
198,Mvuma,ZW,2022-05-10 00:37:36,-19.2792,30.5283,55.74,87,0,4.88
199,Eyl,SO,2022-05-10 00:37:36,7.9803,49.8164,82.63,80,79,10.83
200,Black River,JM,2022-05-10 00:37:37,18.0264,-77.8487,78.84,76,12,3.24
201,Darnah,LY,2022-05-10 00:37:38,32.767,22.6367,60.33,84,0,11.65
202,Russell,US,2022-05-10 00:37:38,32.3502,-85.1999,74.35,46,0,5.75
203,Kavaratti,IN,2022-05-10 00:37:39,10.5669,72.642,85.33,73,100,20.58
204,Uray,RU,2022-05-10 00:37:39,60.1247,64.7758,49.21,59,100,5.03
205,Norman Wells,CA,2022-05-10 00:36:33,65.282,-126.8329,50.04,27,20,18.41
206,New Norfolk,AU,2022-05-10 00:37:40,-42.7826,147.0587,56.91,62,8,3.09
207,Zigong,CN,2022-05-10 00:37:41,29.3416,104.7769,72.57,74,0,4.63
208,Pag,HR,2022-05-10 00:37:41,44.445,15.0575,52.38,80,21,11.86
209,Brae,GB,2022-05-10 00:37:42,60.3964,-1.353,49.6,94,100,20.22
210,Kasempa,ZM,2022-05-10 00:37:42,-13.4584,25.8338,62.64,63,55,4.23
211,Richards Bay,ZA,2022-05-10 00:37:43,-28.783,32.0377,61.83,88,0,6.38
212,Gogrial,SS,2022-05-10 00:37:44,8.5332,28.1004,81.95,59,98,6.22
213,Apad,PH,2022-05-10 00:37:44,13.815,122.7664,86.31,57,100,4.07
214,Abilene,US,2022-05-10 00:37:45,32.4487,-99.7331,98.82,31,0,19.57
215,Vila Franca Do Campo,PT,2022-05-10 00:37:45,37.7167,-25.4333,63.01,86,0,3.69
216,Shizunai,JP,2022-05-10 00:37:46,42.3339,142.3669,52.45,68,47,5.57
217,Kaitangata,NZ,2022-05-10 00:37:46,-46.2817,169.8464,51.69,64,53,4.9
218,Ilebo,CD,2022-05-10 00:37:47,-4.3167,20.5833,69.46,97,48,1.39
219,Mount Gambier,AU,2022-05-10 00:37:48,-37.8333,140.7667,53.51,76,9,6.91
220,Thinadhoo,MV,2022-05-10 00:37:48,0.5333,72.9333,84.6,77,95,20.87
221,Birao,CF,2022-05-10 00:37:49,10.2849,22.7882,83.62,25,100,4.45
222,Mulchen,CL,2022-05-10 00:37:49,-37.7167,-72.2333,55.45,74,100,5.77
223,Cartagena,CO,2022-05-10 00:34:48,10.3997,-75.5144,83.82,84,75,4.61
224,Abnub,EG,2022-05-10 00:37:50,27.2696,31.1511,77.22,33,0,8.93
225,Young,UY,2022-05-10 00:37:51,-32.6833,-57.6333,59.59,83,100,5.53
226,Kangaatsiaq,GL,2022-05-10 00:37:52,68.3065,-53.4641,23.77,88,96,22.08
227,Inhambane,MZ,2022-05-10 00:38:52,-23.865,35.3833,67.42,89,17,6.67
228,Yura,PE,2022-05-10 00:38:53,-16.2522,-71.6797,55.92,19,0,5.75
229,Opuwo,NA,2022-05-10 00:38:53,-18.0607,13.84,61.25,40,0,1.92
230,Bend,US,2022-05-10 00:37:41,44.0582,-121.3153,45.82,42,40,10.36
231,Kathmandu,NP,2022-05-10 00:38:54,27.7167,85.3167,66.42,82,75,2.3
232,Namatanai,PG,2022-05-10 00:38:55,-3.6667,152.4333,85.82,66,33,15.28
233,Asekeyevo,RU,2022-05-10 00:38:55,53.5742,52.7972,50.49,76,100,12.88
234,Carman,CA,2022-05-10 00:38:56,49.4992,-98.0016,52.14,93,100,11.5
235,Roma,US,2022-05-10 00:38:56,43.2128,-75.4557,66.34,24,0,5.75
236,Provideniya,RU,2022-05-10 00:38:57,64.3833,-173.3,35.13,62,1,7.2
237,Konskie,PL,2022-05-10 00:38:57,51.1917,20.4061,42.19,70,44,5.79
238,Rena,NO,2022-05-10 00:38:58,61.1348,11.3641,48.81,60,100,8.81
239,Kodinsk,RU,2022-05-10 00:38:58,58.6881,99.1844,36.55,37,74,4.83
240,Christchurch,NZ,2022-05-10 00:35:05,-43.5333,172.6333,55.94,73,75,16.11
241,Lompoc,US,2022-05-10 00:38:20,34.6391,-120.4579,64.56,55,0,24.16
242,Nuuk,GL,2022-05-10 00:38:59,64.1835,-51.7216,32.61,80,75,33.38
243,Bonaventure,CA,2022-05-10 00:39:00,48.0457,-65.4926,54.18,46,0,4.61
244,Komsomolskiy,UZ,2022-05-10 00:39:00,40.4272,71.7189,72.32,46,86,2.3
245,Prince George,CA,2022-05-10 00:39:01,53.9166,-122.753,45.25,84,75,5.01
246,Guider,CM,2022-05-10 00:39:02,9.9342,13.9486,84.06,53,91,6.29
247,San Patricio,US,2022-05-10 00:39:02,28.017,-97.5169,86.72,79,0,16.22
248,Montbrison,FR,2022-05-10 00:39:03,45.6667,4.0833,52.14,89,1,2.75
249,Krasnoselkup,RU,2022-05-10 00:38:18,65.7,82.4667,34.93,100,100,11.03
250,Lagoa,PT,2022-05-10 00:39:04,39.05,-27.9833,62.06,87,96,0.85
251,Havre-Saint-Pierre,CA,2022-05-10 00:37:48,50.2334,-63.5986,41.36,56,0,6.91
252,Alofi,NU,2022-05-10 00:39:05,-19.0595,-169.9187,80.49,69,75,13.8
253,Estelle,US,2022-05-10 00:39:05,29.8458,-90.1067,82.99,73,100,10.36
254,Deputatskiy,RU,2022-05-10 00:39:06,69.3,139.9,14.13,77,100,8.7
255,Kalmunai,LK,2022-05-10 00:39:07,7.4167,81.8167,81.99,76,100,1.79
256,Esperance,AU,2022-05-10 00:39:07,-33.8667,121.9,62.44,40,100,16.22
257,Marshall,US,2022-05-10 00:39:08,34.3834,-86.3333,75.18,60,0,3.44
258,Baykit,RU,2022-05-10 00:39:08,61.67,96.37,35.46,72,44,3.85
259,Ahipara,NZ,2022-05-10 00:39:09,-35.1667,173.1667,66.4,68,12,11.92
260,Tabou,CI,2022-05-10 00:36:21,4.423,-7.3528,79.61,80,29,4.38
261,Novikovo,RU,2022-05-10 00:39:10,51.1537,37.8879,38.57,73,70,10.47
262,Nagahama,JP,2022-05-10 00:39:10,35.3833,136.2667,63.66,70,100,1.68
263,College,US,2022-05-10 00:37:45,64.8569,-147.8028,37.72,91,75,8.05
264,Kununurra,AU,2022-05-10 00:39:11,-15.7667,128.7333,78.78,29,77,12.66
265,Kaeng Khoi,TH,2022-05-10 00:39:07,14.5862,100.9976,84.97,73,100,2.24
266,Aquiraz,BR,2022-05-10 00:39:12,-3.9014,-38.3911,80.69,78,100,5.93
267,Hoi An,VN,2022-05-10 00:39:12,15.8794,108.335,80.56,82,60,5.01
268,Nemuro,JP,2022-05-10 00:39:13,43.3236,145.575,49.14,68,63,13.27
269,Vilhena,BR,2022-05-10 00:39:13,-12.7406,-60.1458,75.42,78,0,3.44
270,Tenenkou,ML,2022-05-10 00:39:14,14.4572,-4.9169,87.24,6,21,11.54
271,Abancay,PE,2022-05-10 00:39:15,-13.6339,-72.8814,57.02,85,46,3.44
272,Mwinilunga,ZM,2022-05-10 00:39:15,-11.7358,24.4293,58.28,82,2,3.8
273,Port Hawkesbury,CA,2022-05-10 00:40:16,45.6169,-61.3485,43.97,60,0,3.44
274,Faanui,PF,2022-05-10 00:40:16,-16.4833,-151.75,82.06,72,2,13.56
275,Nesterovskaya,RU,2022-05-10 00:40:17,43.2386,45.0503,43.99,70,10,7.94
276,Shimanovsk,RU,2022-05-10 00:40:17,52.0,127.7,64.78,32,100,10.8
277,Beringovskiy,RU,2022-05-10 00:40:18,63.05,179.3167,37.04,77,100,6.82
278,Verkhnevilyuysk,RU,2022-05-10 00:40:19,63.4453,120.3167,29.53,56,100,8.66
279,Mogadishu,SO,2022-05-10 00:40:20,2.0371,45.3438,81.0,86,95,15.46
280,Torrox,ES,2022-05-10 00:40:20,36.7579,-3.9523,65.91,53,82,3.0
281,Pontianak,ID,2022-05-10 00:37:49,-0.0333,109.3333,78.78,88,40,3.44
282,Torbay,CA,2022-05-10 00:40:16,47.6666,-52.7314,35.28,57,20,4.61
283,Lieksa,FI,2022-05-10 00:38:22,63.3167,30.0167,34.81,83,98,9.51
284,Phibun Mangsahan,TH,2022-05-10 00:40:21,15.2447,105.2291,87.1,79,84,7.36
285,Vila Velha,BR,2022-05-10 00:40:22,-20.3297,-40.2925,73.35,73,0,8.05
286,Tarata,BO,2022-05-10 00:40:22,-17.6167,-66.0167,60.22,73,9,5.08
287,Zurrieq,MT,2022-05-10 00:40:23,35.8311,14.4742,58.96,94,40,8.05
288,Mocuba,MZ,2022-05-10 00:40:24,-16.8392,36.9856,62.22,96,0,1.66
289,Pisco,PE,2022-05-10 00:40:24,-13.7,-76.2167,64.02,82,0,20.71
290,Arraial Do Cabo,BR,2022-05-10 00:40:25,-22.9661,-42.0278,72.09,64,0,5.79
291,Seoul,KR,2022-05-10 00:36:16,37.5683,126.9778,67.57,37,0,6.91
292,Valparaiso,CL,2022-05-10 00:40:26,-33.0393,-71.6273,62.24,78,0,3.44
293,Harrisonville,US,2022-05-10 00:38:06,38.6533,-94.3488,85.78,58,40,10.36
294,Bambous Virieux,MU,2022-05-10 00:39:05,-20.3428,57.7575,73.65,94,40,3.44
